1.62039e-27	3.55197e-11
2.59256e-27	-1.73957e-07
3.56473e-27	-3.27331e-07
4.5369e-27	-4.39466e-07
5.50907e-27	-4.89743e-07
6.48123e-27	-4.57543e-07
7.4534e-27	-1.00638e-06
8.42557e-27	-5.55276e-06
9.39774e-27	-1.82056e-05
1.03699e-26	-4.30738e-05
1.13421e-26	-8.42663e-05
1.23142e-26	-0.000153289
1.32864e-26	-0.000291591
1.42586e-26	-0.0005482
1.52308e-26	-0.000972141
1.62029e-26	-0.00161244
1.71751e-26	-0.00251251
1.81473e-26	-0.00369285
1.91194e-26	-0.00516814
2.00916e-26	-0.00695308
2.10638e-26	-0.00906233
2.20359e-26	-0.0114704
2.30081e-26	-0.0139868
2.39803e-26	-0.0163792
2.49524e-26	-0.0184148
2.59246e-26	-0.0198613
2.68968e-26	-0.0205131
2.7869e-26	-0.0202767
2.88411e-26	-0.0190876
2.98133e-26	-0.0168809
3.07855e-26	-0.0135921
3.17576e-26	-0.00924597
3.27298e-26	-0.00423855
3.3702e-26	0.000937929
3.46741e-26	0.00579122
3.56463e-26	0.0098291
3.66185e-26	0.0126367
3.75906e-26	0.0141221
3.85628e-26	0.0142775
3.9535e-26	0.0130951
4.05071e-26	0.0105671
4.14793e-26	0.00678796
4.24515e-26	0.0022808
4.34237e-26	-0.00231866
4.43958e-26	-0.00637473
4.5368e-26	-0.00925173
4.63402e-26	-0.0104566
4.73123e-26	-0.0100984
4.82845e-26	-0.00844495
4.92567e-26	-0.0057643
5.02288e-26	-0.00232432
5.1201e-26	0.00156993
5.21732e-26	0.00545585
5.31453e-26	0.00882895
5.41175e-26	0.0111848
5.50897e-26	0.0120188
5.60619e-26	0.0109965
5.7034e-26	0.00850855
5.80062e-26	0.00513958
5.89784e-26	0.00147418
5.99505e-26	-0.00190308
6.09227e-26	-0.00448594
6.18949e-26	-0.0061048
6.2867e-26	-0.00668052
6.38392e-26	-0.00613396
6.48114e-26	-0.004386
6.57835e-26	-0.00146542
6.67557e-26	0.00213216
6.77279e-26	0.00578498
6.87e-26	0.00887126
6.96722e-26	0.0107692
7.06444e-26	0.0110159
7.16166e-26	0.00983926
7.25887e-26	0.00765503
7.35609e-26	0.00487902
7.45331e-26	0.00192701
7.55052e-26	-0.00080987
